Employee_ID,Age,Gender,Department,Job_Role,Education_Level,Years_at_Company,Monthly_Income,Performance_Rating,Recruitment_Source,Training_Hours_Last_Year,Job_Satisfaction,Work_Life_Balance,Overtime,Attrition
7303,45,Female,Operations,Lead,High School,1.8,178965,4,LinkedIn,117,3,5,No,No
7304,52,Female,Marketing,Associate,PhD,4.3,41032,4,LinkedIn,105,5,4,Yes,No
7305,44,Male,Finance,Associate,Bachelor's,11.5,76757,3,LinkedIn,16,5,1,Yes,No
7306,29,Male,IT,Associate,PhD,3.8,116071,3,Campus,98,4,2,Yes,Yes
7307,43,Female,Finance,Analyst,Master's,16.5,169684,2,Consultant,105,5,3,Yes,No
7308,33,Male,Marketing,Senior Associate,Master's,11.7,164716,3,LinkedIn,90,2,1,No,Yes
7309,52,Female,Marketing,Lead,High School,4.5,66047,3,Campus,80,4,1,Yes,Yes
7310,35,Female,Customer Support,Associate,Master's,0.1,160914,2,LinkedIn,36,4,5,No,No
7311,56,Male,Customer Support,Senior Associate,Master's,2.5,49925,5,Campus,55,5,3,No,No
7312,25,Male,Marketing,Associate,Master's,0.4,71918,4,Consultant,82,3,4,No,No
7313,42,Female,IT,Senior Associate,Bachelor's,0.7,76680,2,LinkedIn,88,2,1,Yes,No
7314,36,Male,IT,Analyst,Master's,12.4,138572,2,Campus,105,5,4,No,No
7315,30,Male,HR,Executive,Master's,0.3,165547,4,Referral,103,2,3,No,No
7316,44,Female,Marketing,Manager,High School,16.6,86806,3,Referral,30,2,2,Yes,No
7317,38,Male,HR,Senior Associate,Bachelor's,7.4,106842,4,Consultant,100,3,1,No,No
7318,38,Other,Finance,Senior Associate,Master's,3.1,108567,5,LinkedIn,113,5,4,No,No
7319,27,Male,IT,Associate,Bachelor's,6.1,98949,4,Referral,117,3,5,No,No
7320,24,Male,Sales,Associate,Master's,1.2,116846,4,Job Portal,78,3,4,Yes,No
7321,46,Female,IT,Manager,Bachelor's,12.9,159125,4,Job Portal,87,5,4,No,No
7322,25,Male,HR,Lead,Master's,11.9,59388,3,Job Portal,77,3,3,No,Yes
7323,36,Female,Sales,Senior Associate,High School,1.6,184053,3,LinkedIn,100,5,2,No,No
7324,55,Other,Operations,Associate,High School,0.8,110328,2,Campus,41,3,4,Yes,No
7325,46,Female,Sales,Executive,Master's,10.4,23795,4,Job Portal,77,3,4,No,No
7326,38,Male,Sales,Associate,High School,4.3,85975,4,Consultant,52,3,3,Yes,No
7327,49,Female,IT,Associate,PhD,1,192540,3,Consultant,103,2,4,No,Yes
7328,43,Male,Marketing,Associate,Bachelor's,4.9,127728,4,LinkedIn,14,2,2,No,No
7329,34,Male,Customer Support,Analyst,High School,7.8,166307,5,Job Portal,66,3,5,No,Yes
7330,35,Male,Sales,Senior Associate,High School,9.7,116496,2,Referral,73,5,2,Yes,No
7331,53,Female,Finance,Senior Associate,High School,9.9,88024,4,Referral,1,5,2,Yes,Yes
7332,45,Male,Finance,Executive,High School,0.4,147055,2,Consultant,116,2,1,No,No
7333,41,Female,Sales,Lead,PhD,6.3,83881,4,Job Portal,40,3,1,No,Yes
7334,37,Male,Finance,Executive,High School,1.9,117317,3,Consultant,6,2,4,No,No
7335,43,Female,Finance,Executive,PhD,1.7,27403,4,Campus,70,3,5,No,No
7336,37,Male,Finance,Associate,PhD,6.1,75113,3,Referral,52,3,2,Yes,No
7337,34,Female,HR,Associate,High School,0.7,130748,3,Campus,101,2,2,Yes,No
7338,49,Female,HR,Executive,PhD,1.4,30791,2,Campus,42,4,3,No,No
7339,40,Female,Operations,Senior Associate,High School,7.4,103361,4,Job Portal,65,5,5,No,No
7340,50,Female,Finance,Manager,Master's,0.9,144569,3,Referral,77,3,3,Yes,No
7341,39,Female,Customer Support,Lead,High School,13.9,188857,3,Campus,62,1,2,Yes,No
7342,59,Male,Customer Support,Lead,Master's,3.8,23430,4,LinkedIn,56,2,2,No,No
7343,33,Female,Marketing,Senior Associate,PhD,5.2,118216,4,Referral,84,2,3,No,No
7344,38,Male,Customer Support,Associate,High School,10.4,197421,3,Consultant,54,3,4,No,Yes
7345,43,Male,Finance,Lead,High School,5,129694,4,Campus,75,4,1,No,Yes
7346,53,Female,HR,Executive,PhD,4.2,155851,4,Consultant,60,2,3,Yes,No
7347,59,Male,Sales,Analyst,Master's,1,94281,4,Job Portal,24,1,4,No,No
7348,38,Male,Customer Support,Executive,PhD,0.7,23877,3,Campus,0,5,2,Yes,No
7349,29,Male,Finance,Lead,Bachelor's,1.3,43464,5,Consultant,26,4,2,No,No
7350,53,Male,IT,Associate,PhD,3.7,138243,3,Consultant,0,1,3,No,No
7351,52,Male,HR,Lead,High School,10,59017,1,Referral,21,5,4,Yes,No
7352,37,Male,HR,Lead,Bachelor's,1.4,70259,3,Referral,9,1,1,Yes,No
7353,39,Male,HR,Manager,Bachelor's,17.9,47425,3,Consultant,36,1,4,No,No
7354,47,Female,Sales,Executive,Bachelor's,3,162408,3,Referral,9,3,2,No,No
7355,26,Male,IT,Senior Associate,High School,0.5,100970,4,Referral,56,3,2,No,No
7356,55,Female,IT,Lead,PhD,4,30195,3,Job Portal,29,5,4,Yes,No
7357,57,Female,Customer Support,Associate,Master's,10.2,31154,4,Campus,74,5,2,No,No
7358,54,Male,IT,Analyst,Bachelor's,21,44522,4,Consultant,17,2,2,No,No
7359,40,Male,HR,Associate,Bachelor's,4.9,160217,1,Referral,75,1,2,No,No
7360,45,Male,Finance,Executive,PhD,3.5,105779,5,Referral,88,1,5,No,Yes
7361,24,Female,Finance,Lead,Master's,3.6,46021,4,Referral,34,1,4,No,Yes
7362,30,Female,Operations,Analyst,Master's,8,58013,3,Job Portal,63,4,1,No,No
7363,30,Female,IT,Senior Associate,Master's,4.2,97066,3,Campus,67,5,2,Yes,Yes
7364,44,Female,HR,Executive,Bachelor's,10.3,81618,1,Referral,104,4,1,No,Yes
7365,41,Female,Finance,Associate,PhD,0.8,137578,4,LinkedIn,60,1,5,Yes,No
7366,31,Female,Customer Support,Senior Associate,Master's,12,123461,4,Campus,27,1,4,No,No
7367,47,Female,Marketing,Lead,High School,13.9,63036,2,Consultant,99,2,3,No,No
7368,36,Female,Finance,Lead,PhD,15,56440,3,Consultant,31,4,4,Yes,No
7369,46,Female,Customer Support,Manager,Bachelor's,2.5,52652,4,LinkedIn,66,3,5,No,No
7370,50,Male,Finance,Manager,Master's,9.1,147700,5,LinkedIn,13,1,1,No,No
7371,36,Female,Marketing,Manager,Master's,9.8,190187,2,Referral,90,2,5,Yes,Yes
7372,27,Female,Finance,Lead,Bachelor's,2.3,123537,4,LinkedIn,119,3,4,Yes,No
7373,36,Male,Sales,Senior Associate,PhD,0.5,94346,4,Consultant,95,2,5,Yes,No
7374,55,Male,Operations,Manager,High School,2.2,79062,3,Referral,53,1,2,No,Yes
7375,36,Female,HR,Lead,Bachelor's,0,142979,5,Referral,68,2,3,Yes,Yes
7376,32,Male,Sales,Analyst,Master's,2.1,68950,1,Job Portal,48,3,3,No,No
7377,55,Female,Customer Support,Senior Associate,PhD,0.9,54842,5,Consultant,48,2,3,No,No
7378,41,Male,Customer Support,Analyst,Master's,0,143647,4,LinkedIn,25,5,5,No,No
7379,56,Female,Sales,Executive,Master's,1.4,109743,5,Referral,67,1,4,No,Yes
7380,37,Male,HR,Manager,Bachelor's,9.9,56954,3,Consultant,115,1,5,Yes,No
7381,52,Male,Operations,Associate,PhD,10.4,92375,3,LinkedIn,81,1,3,Yes,No
7382,26,Female,Sales,Analyst,High School,29.1,46031,5,Job Portal,9,3,1,Yes,Yes
7383,44,Male,Finance,Manager,Bachelor's,1.4,167507,3,Referral,80,4,1,No,No
7384,47,Female,IT,Manager,PhD,2.2,70099,2,LinkedIn,101,2,4,No,No
7385,40,Male,IT,Executive,PhD,2.5,166218,2,Job Portal,63,1,1,Yes,No
7386,45,Female,Sales,Analyst,PhD,7,120702,4,Consultant,49,4,3,No,No
7387,22,Male,IT,Lead,Bachelor's,1.7,122791,4,Campus,107,2,4,No,No
7388,29,Male,Operations,Associate,Bachelor's,8,87230,4,Campus,92,3,4,No,No
7389,48,Female,Sales,Analyst,Bachelor's,9.6,98931,3,Referral,114,5,4,No,No
7390,58,Male,HR,Lead,High School,14.3,142637,3,LinkedIn,94,5,1,No,Yes
7391,23,Female,Operations,Associate,PhD,1.6,27241,4,Job Portal,65,2,2,No,No
7392,40,Female,Customer Support,Lead,PhD,3.7,65604,3,LinkedIn,64,4,3,No,No
7393,26,Male,Operations,Analyst,PhD,4.3,57069,4,LinkedIn,94,1,1,No,No
7394,59,Male,Marketing,Senior Associate,Master's,1,29864,3,Campus,71,2,3,Yes,No
7395,53,Male,Sales,Manager,High School,8.1,188576,3,Referral,97,2,1,No,No
7396,21,Male,Marketing,Lead,Master's,12.9,85604,4,Referral,10,5,3,Yes,Yes
7397,57,Male,Finance,Executive,High School,1.1,90947,3,Referral,34,4,5,No,No
7398,26,Female,HR,Lead,High School,8.7,122260,4,Consultant,91,4,1,No,Yes
7399,54,Female,IT,Senior Associate,PhD,1.6,23722,2,Job Portal,34,4,2,No,No
7400,35,Male,Operations,Lead,Master's,2.3,126477,2,Campus,10,4,2,No,No
7401,46,Male,Sales,Analyst,PhD,0.3,79106,1,Campus,93,3,1,Yes,No
7402,34,Female,Sales,Lead,Master's,12.5,50355,2,Job Portal,117,2,3,Yes,No
7403,27,Male,Finance,Senior Associate,Master's,0.9,108806,1,Job Portal,17,5,3,Yes,Yes
7404,51,Female,HR,Executive,Master's,0.1,96053,2,Campus,35,3,3,Yes,No
7405,44,Male,Marketing,Associate,Bachelor's,2.2,135406,3,Job Portal,42,2,2,No,No
7406,51,Female,HR,Senior Associate,Master's,3.3,59429,3,Referral,64,3,1,Yes,No
7407,49,Female,Finance,Lead,Master's,3,190130,3,Consultant,77,1,5,No,No
7408,52,Male,Marketing,Lead,High School,2.5,193538,3,Referral,69,2,3,No,No
7409,37,Female,Marketing,Analyst,High School,8.4,171215,4,Consultant,100,5,4,Yes,No
7410,34,Female,Sales,Analyst,PhD,9.7,87232,3,Job Portal,99,1,4,Yes,No
7411,56,Female,Sales,Manager,Master's,10.4,84267,1,Job Portal,44,4,3,No,No
7412,44,Male,Customer Support,Senior Associate,PhD,6.3,92049,2,LinkedIn,9,1,4,No,No
7413,47,Male,HR,Associate,Master's,5.4,68036,2,Campus,78,3,5,No,No
7414,45,Male,Marketing,Analyst,Bachelor's,2.8,187947,2,Job Portal,42,3,3,Yes,No
7415,52,Male,Sales,Manager,Bachelor's,1.5,181430,3,Job Portal,33,1,4,Yes,No
7416,38,Male,Marketing,Senior Associate,PhD,1.5,116732,5,Job Portal,91,2,4,No,No
7417,38,Female,Customer Support,Executive,High School,1.1,182313,1,Job Portal,8,4,3,No,No
7418,57,Male,Marketing,Senior Associate,High School,0.9,46482,3,Campus,114,3,1,Yes,No
7419,46,Male,IT,Manager,Master's,2.3,45743,4,Job Portal,35,4,5,No,No
7420,29,Male,Customer Support,Analyst,PhD,9.6,20070,3,Job Portal,113,1,5,Yes,No
7421,55,Male,Sales,Executive,PhD,2.1,199416,2,LinkedIn,80,5,4,Yes,No
7422,28,Male,Customer Support,Lead,PhD,1.8,161203,3,LinkedIn,1,2,1,No,No
7423,40,Female,Customer Support,Analyst,High School,1.4,96418,4,LinkedIn,39,4,3,Yes,No
7424,42,Female,Sales,Associate,PhD,8.3,194945,3,Consultant,86,4,2,No,No
7425,39,Female,Sales,Manager,PhD,8.1,126239,3,Campus,109,4,3,No,No
7426,50,Male,Operations,Senior Associate,Master's,0.6,123597,4,Job Portal,77,5,4,No,No
7427,48,Female,Customer Support,Associate,Bachelor's,1.7,35201,3,Referral,55,3,2,No,No
7428,55,Male,IT,Associate,Bachelor's,3.4,25020,1,Campus,119,1,3,No,No
7429,31,Male,Finance,Executive,Bachelor's,2.1,97061,3,Job Portal,75,3,2,No,No
7430,51,Male,IT,Executive,Bachelor's,1.8,100180,4,LinkedIn,12,4,3,No,No
7431,59,Male,Operations,Lead,Master's,2.8,72518,3,Referral,73,2,2,No,No
7432,56,Female,Finance,Associate,Master's,1.1,97844,5,Campus,94,2,3,No,No
7433,50,Female,HR,Lead,Bachelor's,6.8,162281,2,Campus,36,5,4,No,No
7434,43,Female,Sales,Analyst,PhD,0.1,87890,3,Campus,55,1,2,No,Yes
7435,39,Female,Finance,Manager,PhD,0.1,36560,4,Job Portal,101,2,1,Yes,No
7436,32,Male,Marketing,Associate,Master's,7.9,115669,3,LinkedIn,32,5,2,Yes,No
7437,35,Male,Operations,Senior Associate,High School,1.5,91407,5,Consultant,32,3,5,No,No
7438,51,Female,Customer Support,Manager,PhD,2.4,199623,3,Consultant,42,1,3,No,Yes
7439,57,Male,Finance,Lead,High School,1.6,195567,2,Consultant,40,3,2,No,No
7440,57,Male,Operations,Manager,PhD,1.9,49349,4,Referral,112,5,5,Yes,Yes
7441,35,Male,Finance,Senior Associate,High School,5.1,35636,4,LinkedIn,80,3,3,No,No
7442,49,Female,Marketing,Executive,Master's,0.8,188651,4,Job Portal,73,5,5,Yes,No
7443,46,Female,HR,Senior Associate,High School,18.2,80243,3,LinkedIn,87,4,5,No,No
7444,22,Male,Operations,Executive,High School,5.8,122117,5,Referral,119,4,2,No,No
7445,40,Female,Sales,Executive,Bachelor's,8.1,47460,4,Campus,4,2,1,Yes,No
7446,35,Female,IT,Manager,Bachelor's,7.4,42190,4,Job Portal,96,4,1,No,No
7447,24,Female,Operations,Executive,Master's,2,164285,4,Referral,82,1,1,Yes,No
7448,42,Female,Operations,Manager,Bachelor's,8.2,197634,4,Consultant,50,4,5,Yes,No
7449,58,Female,Operations,Analyst,High School,0.2,140707,3,Consultant,3,5,3,Yes,No
7450,43,Male,Operations,Senior Associate,High School,8.4,138046,4,Consultant,34,4,1,No,No
7451,46,Female,HR,Senior Associate,Bachelor's,0.6,198288,3,LinkedIn,72,3,2,Yes,No
7452,31,Female,IT,Executive,High School,2.1,114154,4,LinkedIn,23,4,4,No,Yes
7453,48,Male,IT,Executive,Bachelor's,4.9,175303,4,LinkedIn,15,1,1,No,No
7454,22,Female,HR,Analyst,Master's,5.6,40964,1,LinkedIn,45,1,4,Yes,Yes
7455,28,Male,Finance,Lead,Bachelor's,1.7,196033,4,Job Portal,9,2,1,Yes,No
7456,49,Female,HR,Analyst,Bachelor's,3,103360,3,LinkedIn,76,2,3,No,No
7457,31,Male,IT,Lead,Master's,3.5,76673,3,Referral,32,2,1,No,Yes
7458,57,Female,HR,Manager,High School,16.1,151001,4,Referral,77,5,3,Yes,No
7459,38,Male,Marketing,Lead,High School,3.8,20552,1,LinkedIn,4,1,3,Yes,No
7460,34,Male,Operations,Associate,Master's,2.5,177083,4,Campus,65,2,4,No,No
7461,30,Male,Customer Support,Lead,Bachelor's,5.4,67243,2,Campus,9,5,5,Yes,No
7462,55,Male,Finance,Analyst,PhD,5.9,97719,4,Consultant,57,4,5,No,No
7463,29,Other,Finance,Analyst,Bachelor's,5.9,199593,3,Consultant,37,1,2,No,No
7464,55,Male,IT,Senior Associate,Master's,5.8,58366,3,LinkedIn,10,2,1,No,No
7465,31,Male,Operations,Senior Associate,Master's,10.4,94767,3,LinkedIn,117,2,5,No,No
7466,32,Female,Operations,Analyst,Bachelor's,0.4,78911,4,Job Portal,20,2,5,No,No
7467,23,Male,Finance,Analyst,Master's,7.5,132665,2,Campus,38,2,3,Yes,No
7468,59,Male,Operations,Senior Associate,Master's,7.8,27329,2,Job Portal,33,4,1,Yes,No
7469,34,Male,IT,Analyst,PhD,6.7,102662,3,Campus,57,1,2,No,No
7470,48,Female,Operations,Analyst,High School,6.6,126590,2,LinkedIn,75,3,2,Yes,No
7471,31,Female,Marketing,Associate,Bachelor's,4.6,118658,2,Consultant,21,4,4,Yes,Yes
7472,59,Female,IT,Lead,Master's,0.8,136302,4,LinkedIn,93,4,1,Yes,No
7473,45,Other,Marketing,Analyst,High School,5.1,155884,4,Job Portal,57,3,2,Yes,No
7474,41,Female,Operations,Executive,High School,2.9,96685,3,Consultant,18,5,2,Yes,No
7475,30,Female,Customer Support,Executive,PhD,2.1,151553,4,Campus,67,4,2,No,No
7476,35,Male,Marketing,Associate,High School,0.6,68741,4,Referral,113,2,2,Yes,No
7477,39,Male,Finance,Analyst,Bachelor's,0.8,176896,3,LinkedIn,68,3,3,Yes,No
7478,42,Male,Finance,Associate,High School,16.5,168182,3,Campus,107,5,4,No,No
7479,41,Male,IT,Analyst,Bachelor's,14.4,46549,3,LinkedIn,97,2,4,No,No
7480,52,Female,IT,Analyst,PhD,1.5,40423,3,Campus,30,2,5,Yes,No
7481,43,Male,Finance,Analyst,High School,11.3,84601,4,LinkedIn,6,5,5,No,Yes
7482,33,Female,Customer Support,Executive,Master's,2.4,184571,4,Referral,45,2,3,No,No
7483,25,Male,IT,Executive,High School,1.1,172268,3,Referral,56,2,2,No,Yes
7484,24,Male,HR,Manager,Bachelor's,1.3,136299,5,Job Portal,53,2,2,No,No
7485,48,Male,IT,Associate,Bachelor's,16.6,170589,3,LinkedIn,45,2,1,No,Yes
7486,34,Male,HR,Lead,Master's,24.6,150795,2,Referral,83,3,3,No,No
7487,28,Female,Customer Support,Senior Associate,High School,14.3,168535,3,Job Portal,38,5,2,No,No
7488,29,Female,IT,Associate,PhD,11.1,42924,5,LinkedIn,52,3,5,No,No
7489,55,Female,Customer Support,Associate,PhD,11.6,148191,3,Consultant,22,1,5,Yes,Yes
7490,57,Male,HR,Executive,PhD,7.6,191677,4,Campus,59,2,4,Yes,No
7491,41,Male,Marketing,Analyst,High School,2.5,134037,2,Job Portal,43,3,3,Yes,No
7492,38,Male,Customer Support,Lead,High School,12.1,26173,4,Campus,119,4,3,No,Yes
7493,53,Female,Customer Support,Associate,PhD,2.2,107484,4,LinkedIn,14,4,3,Yes,No
7494,28,Male,Sales,Associate,Master's,4.2,105989,4,Job Portal,78,1,4,No,Yes
7495,37,Female,IT,Associate,Master's,1.6,56422,4,Campus,71,5,2,Yes,No
7496,51,Female,Operations,Manager,High School,1.9,128975,1,Referral,58,3,3,No,Yes
7497,54,Male,IT,Executive,PhD,0.4,30030,4,Consultant,105,1,3,Yes,No
7498,26,Female,Marketing,Executive,Master's,7.9,174386,1,Consultant,102,5,4,Yes,Yes
7499,42,Female,Finance,Manager,PhD,9.1,102165,3,Consultant,13,5,4,Yes,No
7500,34,Male,Finance,Manager,PhD,1.8,167799,3,Referral,61,5,1,Yes,No
7501,23,Female,Customer Support,Manager,Master's,1,47568,2,LinkedIn,18,4,1,Yes,Yes
7502,32,Female,Finance,Lead,High School,8.3,51924,4,Consultant,4,5,4,No,Yes
7503,56,Male,Marketing,Manager,High School,6.7,100539,3,Consultant,88,4,5,No,No
7504,32,Male,Operations,Lead,Master's,2,36484,3,Referral,22,5,4,Yes,No
7505,22,Male,Customer Support,Executive,High School,6.7,141359,3,Referral,80,1,4,No,No
7506,22,Female,Sales,Manager,Bachelor's,9.3,71062,4,LinkedIn,52,5,2,Yes,No
7507,35,Male,Finance,Executive,High School,22.5,175221,4,LinkedIn,9,2,1,No,No
7508,43,Male,Finance,Analyst,High School,14.8,149201,3,Referral,13,5,3,No,No
7509,49,Male,Customer Support,Associate,PhD,1.1,98302,3,Campus,67,1,3,No,Yes
7510,37,Male,IT,Senior Associate,High School,6.6,32129,4,Referral,14,1,4,No,Yes
7511,52,Male,Marketing,Executive,Bachelor's,0,115611,2,Consultant,79,5,2,Yes,Yes
7512,27,Female,Customer Support,Executive,Bachelor's,13,51834,4,Consultant,56,1,2,Yes,No
7513,50,Male,Marketing,Lead,PhD,4.7,168568,4,Job Portal,20,5,2,No,No
7514,48,Female,HR,Senior Associate,PhD,10.8,118703,4,Referral,79,5,2,Yes,No
7515,34,Female,IT,Analyst,High School,7.3,160559,3,LinkedIn,7,3,5,No,No
7516,50,Male,HR,Analyst,PhD,4.2,80846,4,Consultant,10,1,5,No,Yes
7517,37,Female,HR,Associate,PhD,14.1,27911,2,Referral,98,1,5,Yes,No
7518,52,Male,Sales,Manager,Master's,12.6,197020,2,Job Portal,46,3,3,Yes,No
7519,26,Female,Finance,Associate,Bachelor's,3.1,91925,3,Campus,79,2,4,No,No
7520,44,Male,Marketing,Lead,Bachelor's,3.2,22133,3,LinkedIn,90,5,3,Yes,No
7521,26,Male,HR,Senior Associate,PhD,4,48015,3,LinkedIn,97,3,3,No,No
7522,47,Male,Operations,Lead,Bachelor's,0.3,49396,3,Consultant,6,2,1,No,No
7523,38,Male,IT,Lead,Master's,7,86724,1,Job Portal,107,5,5,Yes,No
7524,44,Female,Marketing,Manager,PhD,9.8,64313,3,Campus,33,1,1,No,Yes
7525,57,Male,Finance,Manager,Bachelor's,2.6,26346,3,Campus,14,1,2,No,No
7526,44,Male,Marketing,Lead,High School,1.7,171174,2,Referral,54,4,1,No,No
7527,58,Female,Sales,Senior Associate,PhD,3.6,36279,3,Consultant,87,3,1,Yes,Yes
7528,54,Female,Finance,Executive,High School,2.3,69933,3,LinkedIn,84,5,3,Yes,No
7529,35,Male,Customer Support,Associate,PhD,8.4,174533,3,Referral,104,3,4,No,Yes
7530,31,Male,Finance,Senior Associate,PhD,25.4,182303,4,Campus,65,5,3,Yes,No
7531,42,Female,Marketing,Senior Associate,PhD,5.3,49951,2,Referral,0,3,5,No,No
7532,44,Male,Operations,Associate,Bachelor's,5.7,133492,2,Job Portal,72,4,3,Yes,No
7533,21,Female,IT,Senior Associate,PhD,0.2,147289,2,Referral,89,4,1,Yes,No
7534,38,Female,HR,Executive,Master's,0.3,105682,3,Campus,81,5,1,Yes,No
7535,32,Male,Operations,Associate,PhD,3.6,83104,3,Consultant,17,5,1,No,Yes
7536,48,Female,HR,Senior Associate,High School,7.6,85273,4,LinkedIn,83,2,5,No,No
7537,27,Male,Operations,Manager,Master's,8.6,195912,4,Referral,52,5,3,Yes,No
7538,43,Female,Customer Support,Associate,Master's,7,100167,4,Consultant,79,4,2,No,Yes
7539,41,Female,HR,Senior Associate,Bachelor's,11.7,173501,4,Consultant,92,2,3,No,No
7540,54,Female,Marketing,Executive,Bachelor's,0.8,51012,2,Consultant,86,4,3,Yes,No
7541,31,Other,IT,Manager,Bachelor's,1.1,86134,5,Job Portal,41,1,2,Yes,Yes
7542,42,Female,Marketing,Executive,High School,3.1,44991,2,Consultant,70,4,4,No,No
7543,55,Female,Operations,Senior Associate,Master's,2.4,191860,3,Referral,104,2,5,No,Yes
7544,49,Male,HR,Manager,Bachelor's,3.2,164655,2,Consultant,0,1,4,No,No
7545,48,Female,HR,Associate,High School,3,87740,3,Consultant,105,3,5,Yes,Yes
7546,38,Female,Operations,Manager,Master's,2.2,183610,3,Job Portal,83,5,1,Yes,No
7547,34,Female,HR,Lead,PhD,1.1,47591,5,Campus,20,4,4,Yes,No
7548,38,Female,IT,Lead,Master's,6,165359,3,Job Portal,91,3,1,Yes,No
7549,48,Male,Operations,Executive,Master's,3.6,179915,3,Consultant,99,4,1,Yes,No
7550,44,Male,Sales,Lead,Bachelor's,9.6,40702,3,Consultant,1,5,1,No,No
7551,28,Female,HR,Analyst,High School,13.3,157292,4,Job Portal,45,5,4,Yes,No
7552,28,Female,HR,Senior Associate,Master's,1.5,79303,3,Consultant,32,4,4,Yes,No
7553,24,Male,IT,Lead,Bachelor's,1.9,164520,3,Consultant,8,3,1,Yes,No
7554,47,Male,Marketing,Analyst,PhD,8.9,175335,3,Job Portal,76,1,4,No,No
7555,56,Male,Operations,Senior Associate,High School,3.2,109119,4,Campus,35,2,1,No,No
7556,25,Female,Finance,Analyst,Master's,1.2,169513,3,Job Portal,115,2,3,No,No
7557,53,Female,Finance,Manager,High School,3.9,197175,3,Referral,36,3,5,No,No
7558,54,Male,IT,Manager,PhD,7.8,56941,2,Referral,47,4,1,No,No
7559,50,Male,Sales,Associate,PhD,13.9,60808,5,Job Portal,92,1,1,No,No
7560,28,Female,Operations,Manager,PhD,1.4,119047,3,Referral,86,5,2,No,Yes
7561,59,Female,Marketing,Lead,High School,10.6,112472,4,Referral,54,1,5,No,No
7562,46,Female,Customer Support,Manager,PhD,12.4,76184,4,Job Portal,98,3,2,No,No
7563,57,Female,HR,Lead,Bachelor's,1.6,98756,4,LinkedIn,94,1,4,No,No
7564,54,Male,Marketing,Analyst,Bachelor's,5.1,124959,4,Job Portal,117,5,4,Yes,No
7565,27,Female,Sales,Senior Associate,High School,6,162647,3,LinkedIn,7,3,1,Yes,Yes
7566,48,Female,Operations,Manager,PhD,0.5,144808,3,Consultant,66,3,1,Yes,No
7567,59,Female,HR,Manager,Master's,2.8,137937,3,Consultant,19,3,5,Yes,No
7568,59,Female,IT,Executive,Master's,19.5,69691,2,LinkedIn,91,1,1,Yes,Yes
7569,48,Male,IT,Analyst,Master's,1.8,41791,3,Campus,93,5,3,No,No
7570,34,Female,HR,Manager,High School,1.5,124867,4,Campus,13,5,3,No,Yes
7571,58,Female,HR,Lead,Bachelor's,3.2,185899,2,Referral,8,5,1,Yes,No
7572,24,Male,IT,Lead,Master's,4.2,72820,2,Referral,75,2,4,Yes,No
7573,38,Male,Sales,Lead,PhD,2,125177,2,LinkedIn,60,3,5,No,Yes
7574,45,Male,Sales,Manager,Bachelor's,0.1,86968,4,Job Portal,0,5,2,No,No
7575,27,Female,Customer Support,Associate,Master's,2.1,94075,4,Job Portal,93,4,4,No,No
7576,58,Female,Customer Support,Executive,High School,6.2,43693,3,Job Portal,92,5,4,No,Yes
7577,48,Female,IT,Senior Associate,PhD,1.5,37394,2,Job Portal,55,5,5,Yes,No
7578,25,Male,Marketing,Analyst,High School,3.5,144228,3,Job Portal,46,5,5,No,No
7579,23,Male,Sales,Senior Associate,Master's,5.6,59510,3,Campus,117,1,3,No,No
7580,51,Male,Sales,Manager,Master's,0.3,27639,3,Consultant,12,1,2,No,No
7581,40,Male,Sales,Associate,PhD,10.5,133298,2,Job Portal,84,3,5,No,Yes
7582,39,Other,Finance,Executive,Bachelor's,0.1,59932,2,Referral,107,1,4,No,No
7583,31,Female,Finance,Analyst,High School,3,133461,3,Consultant,111,2,2,Yes,No
7584,23,Male,HR,Executive,High School,0.9,169402,4,LinkedIn,10,4,2,No,No
7585,43,Female,Sales,Executive,Master's,10.1,46181,3,Consultant,66,3,1,No,No
