Origin_airport,Destination_airport,Origin_city,Origin_State,Destination_city,Destination_State,Passengers,Seats,Flights,Distance,Fly_date,Origin_population,Destination_population,Org_airport_lat,Org_airport_long,Dest_airport_lat,Dest_airport_long
EKO,BTM,Elko,NV,Butte,MT,118,124,1,391,01/08/1998,48011,34540,40.82490158,-115.7919998,45.95479965,-112.4970016
MBS,DTW,Saginaw,MI,Detroit,MI,2026,4625,37,98,01/02/2002,209054,8972134,43.53290176,-84.07959747,42.21239853,-83.35340118
IAH,AUS,Houston,TX,Austin,TX,197,222,1,143,01/08/2004,5190444,1418999,29.9843998,-95.34140015,30.19449997,-97.66989899
IAD,ATL,Washington,DC,Atlanta,GA,21238,26421,145,533,01/03/1998,9079986,3872031,38.94449997,-77.45580292,33.63669968,-84.42810059
BWI,ORD,Baltimore,MD,Chicago,IL,4221,4768,16,621,01/06/2000,2557501,18235464,39.17539978,-76.66829681,41.97859955,-87.90480042
PHX,EWR,Phoenix,AZ,Newark,NJ,131,138,1,2133,01/02/2008,4287323,18968501,33.43429947,-112.012001,40.69250107,-74.16870117
MHT,ORD,Manchester,NH,Chicago,IL,3883,7040,55,843,01/06/1992,339012,16720340,42.93259811,-71.43569946,41.97859955,-87.90480042
ORD,TPA,Chicago,IL,Tampa,FL,5685,8610,30,1012,01/02/1992,16720340,2113572,41.97859955,-87.90480042,27.97550011,-82.53320313
TLH,ATL,Tallahassee,FL,Atlanta,GA,1330,1400,20,223,01/05/2003,332429,4673146,30.39649963,-84.35030365,33.63669968,-84.42810059
LBB,DAL,Lubbock,TX,Dallas,TX,1122,1952,16,293,01/06/1991,231127,8182938,33.66360092,-101.822998,32.8470993,-96.85179901
ATL,ORD,Atlanta,GA,Chicago,IL,1348,4444,15,606,01/10/1998,3872031,17529224,33.63669968,-84.42810059,41.97859955,-87.90480042
EWR,BOS,Newark,NJ,Boston,MA,0,0,17,200,01/02/2008,18968501,9089410,40.69250107,-74.16870117,42.36429977,-71.00520325
DCA,EWR,Washington,DC,Newark,NJ,3468,6768,48,199,01/12/2000,9642062,18352743,38.8521,-77.037697,40.69250107,-74.16870117
LGA,AUS,New York,NY,Austin,TX,41,155,1,1518,01/10/2003,37342640,1382693,40.77719879,-73.87259674,30.19449997,-97.66989899
MSP,DFW,Minneapolis,MN,Dallas,TX,9011,11800,118,852,01/10/2001,3024111,10709246,44.88199997,-93.22180176,32.89680099,-97.03800201
TUL,ORD,Tulsa,OK,Chicago,IL,1533,2250,45,585,01/02/2008,916037,19031272,36.19839859,-95.88809967,41.97859955,-87.90480042
RDU,ATL,Raleigh,NC,Atlanta,GA,2540,4543,32,356,01/12/1992,582329,3245141,35.87760162,-78.78749847,33.63669968,-84.42810059
PHL,EWR,Philadelphia,PA,Newark,NJ,20,63,1,81,01/12/1992,10934282,16930924,39.87189865,-75.2410965,40.69250107,-74.16870117
DFW,TUL,Dallas,TX,Tulsa,OK,345,580,2,237,01/06/1990,8019250,762784,32.89680099,-97.03800201,36.19839859,-95.88809967
MEM,DTW,Memphis,TN,Detroit,MI,0,0,1,610,01/02/2003,1238075,8985512,35.04240036,-89.97669983,42.21239853,-83.35340118
MIA,EWR,Miami,FL,Newark,NJ,2605,4410,30,1086,01/04/1998,9383038,17341505,25.79319954,-80.29060364,40.69250107,-74.16870117
MEM,BOS,Memphis,TN,Boston,MA,3049,4526,31,1139,01/05/1990,1069965,8269386,35.04240036,-89.97669983,42.36429977,-71.00520325
DTW,ATL,Detroit,MI,Atlanta,GA,127,137,1,594,01/03/2006,8969084,5119641,42.21239853,-83.35340118,33.63669968,-84.42810059
ATL,BZN,Atlanta,GA,Bozeman,MT,410,480,3,1641,01/02/2009,5475213,90343,33.63669968,-84.42810059,45.77750015,-111.1529999
BOS,EWR,Boston,MA,Newark,NJ,1117,2640,24,200,01/03/1993,8260582,17013259,42.36429977,-71.00520325,40.69250107,-74.16870117
PIT,BOS,Pittsburgh,PA,Boston,MA,10071,15106,83,496,01/06/1998,2418452,8506878,40.49150085,-80.23290253,42.36429977,-71.00520325
ANC,ORD,Anchorage,AK,Chicago,IL,0,0,15,2846,01/01/2007,360908,18903872,61.17440033,-149.9960022,41.97859955,-87.90480042
ILN,EWR,Wilmington,OH,Newark,NJ,0,0,25,520,01/02/2006,42837,18825633,39.42789841,-83.792099,40.69250107,-74.16870117
ANC,ADQ,Anchorage,AK,Kodiak,AK,0,0,0,252,01/10/1993,295958,14435,61.17440033,-149.9960022,57.75,-152.4940033
BNA,MIA,Nashville,TN,Miami,FL,326,600,12,806,01/08/2006,1489156,10933486,36.12450027,-86.67819977,25.79319954,-80.29060364
MKE,ORD,Milwaukee,WI,Chicago,IL,3124,8967,61,67,01/12/1990,1434279,16395048,42.94720078,-87.89659882,41.97859955,-87.90480042
MSP,ORD,Minneapolis,MN,Chicago,IL,4007,9500,95,334,01/09/1998,2830434,17529224,44.88199997,-93.22180176,41.97859955,-87.90480042
IND,MDW,Indianapolis,IN,Chicago,IL,143,346,2,162,01/12/1997,1422397,17405264,39.7173,-86.294403,41.7859993,-87.75240326
MEM,TPA,Memphis,TN,Tampa,FL,89,100,1,656,01/05/2002,1226669,2483575,35.04240036,-89.97669983,27.97550011,-82.53320313
LEX,ORD,Lexington,KY,Chicago,IL,4188,8228,90,323,01/08/2000,409656,18235464,38.03649902,-84.60590363,41.97859955,-87.90480042
CVG,ORD,Cincinnati,OH,Chicago,IL,3165,7810,55,264,01/12/2004,2083905,18664180,39.04880142,-84.6678009,41.97859955,-87.90480042
BWI,BOS,Baltimore,MD,Boston,MA,11127,17433,149,370,01/04/2002,2600580,8918022,39.17539978,-76.66829681,42.36429977,-71.00520325
CLE,DAY,Cleveland,OH,Dayton,OH,1161,1900,38,162,01/07/2002,2140552,845416,41.4117012,-81.84980011,39.90240097,-84.2193985
DTW,EWR,Detroit,MI,Newark,NJ,3018,4371,31,487,01/05/2000,8914942,18352743,42.21239853,-83.35340118,40.69250107,-74.16870117
ATL,EWR,Atlanta,GA,Newark,NJ,49,150,1,745,01/11/2003,4673146,18671320,33.63669968,-84.42810059,40.69250107,-74.16870117
RIC,EWR,Richmond,VA,Newark,NJ,1401,3501,52,278,01/10/1990,953666,16868983,37.50519943,-77.31970215,40.69250107,-74.16870117
IAD,TPA,Washington,DC,Tampa,FL,5518,8308,67,810,01/08/2005,10458534,2638814,38.94449997,-77.45580292,27.97550011,-82.53320313
ANC,YKM,Anchorage,AK,Yakima,WA,76,144,1,1548,01/11/1993,295958,203827,61.17440033,-149.9960022,46.56819916,-120.5439987
DFW,BOS,Dallas,TX,Boston,MA,2562,3900,26,1562,01/10/2004,11379964,8912958,32.89680099,-97.03800201,42.36429977,-71.00520325
LAX,MIA,Los Angeles,CA,Miami,FL,0,206,1,2342,01/01/1997,23583460,9247394,33.94250107,-118.4079971,25.79319954,-80.29060364
LAS,TUL,Las Vegas,NV,Tulsa,OK,1942,2941,17,1076,01/11/2002,1515571,874815,36.08010101,-115.1520004,36.19839859,-95.88809967
RNO,DFW,Reno,NV,Dallas,TX,6728,8061,58,1345,01/04/1994,285459,8613622,39.49909973,-119.7679977,32.89680099,-97.03800201
MDT,DTW,Harrisburg,PA,Detroit,MI,361,440,4,370,01/11/2007,529783,8913164,40.19350052,-76.76339722,42.21239853,-83.35340118
BWI,BOS,Baltimore,MD,Boston,MA,1935,2425,25,370,01/01/1999,2491254,8550938,39.17539978,-76.66829681,42.36429977,-71.00520325
MSP,MIA,Minneapolis,MN,Miami,FL,309,596,4,1501,01/10/2001,3024111,10240512,44.88199997,-93.22180176,25.79319954,-80.29060364
BOS,MDW,Boston,MA,Chicago,IL,3109,5903,49,861,01/03/1991,8227986,16550288,42.36429977,-71.00520325,41.7859993,-87.75240326
MSP,DFW,Minneapolis,MN,Dallas,TX,10606,24140,170,852,01/11/1992,2616238,8314270,44.88199997,-93.22180176,32.89680099,-97.03800201
EKO,GYY,Elko,NV,Gary,IN,106,124,1,1473,01/12/1998,48011,8764612,40.82490158,-115.7919998,41.61629868,-87.41280365
BOS,ATL,Boston,MA,Atlanta,GA,524,759,5,946,01/03/1997,8460622,3756986,42.36429977,-71.00520325,33.63669968,-84.42810059
MSY,DTW,New Orleans,LA,Detroit,MI,194,500,5,926,01/01/1991,1269339,8578382,29.99340057,-90.25800323,42.21239853,-83.35340118
CHA,ATL,Chattanooga,TN,Atlanta,GA,10116,13200,264,106,01/11/2009,524303,5475213,35.03530121,-85.20379639,33.63669968,-84.42810059
MSY,TPA,New Orleans,LA,Tampa,FL,2315,4350,30,487,01/11/1994,1286646,2154044,29.99340057,-90.25800323,27.97550011,-82.53320313
MCO,DTW,Orlando,FL,Detroit,MI,943,1680,14,957,01/10/1993,1334092,8711888,28.42939949,-81.30899811,42.21239853,-83.35340118
CVG,DAY,Cincinnati,OH,Dayton,OH,51,108,1,64,01/06/1999,1991593,857208,39.04880142,-84.6678009,39.90240097,-84.2193985
CAE,ATL,Columbia,SC,Atlanta,GA,9097,15052,106,191,01/09/2002,663454,4555490,33.93880081,-81.11949921,33.63669968,-84.42810059
BZN,YKM,Bozeman,MT,Yakima,WA,14,31,1,453,01/11/1996,60169,214068,45.77750015,-111.1529999,46.56819916,-120.5439987
MKE,ATL,Milwaukee,WI,Atlanta,GA,928,1800,30,669,01/11/1995,1460359,3548667,42.94720078,-87.89659882,33.63669968,-84.42810059
PIT,DAY,Pittsburgh,PA,Dayton,OH,1621,2950,59,215,01/03/2005,2372328,843575,40.49150085,-80.23290253,39.90240097,-84.2193985
ABQ,TUS,Albuquerque,NM,Tucson,AZ,623,4312,28,321,01/11/2002,753670,886063,35.04019928,-106.6090012,32.11610031,-110.9410019
MCO,MIA,Orlando,FL,Miami,FL,9,200,1,193,01/10/1993,1334092,8572430,28.42939949,-81.30899811,25.79319954,-80.29060364
BUF,ORD,Buffalo,NY,Chicago,IL,7791,10682,98,473,01/09/1994,1186544,17018756,42.94049835,-78.73220062,41.97859955,-87.90480042
MCO,MIA,Orlando,FL,Miami,FL,459,777,3,193,01/04/1999,1535004,9521044,28.42939949,-81.30899811,25.79319954,-80.29060364
GSO,ORD,Greensboro,NC,Chicago,IL,52,138,1,590,01/05/2008,707185,19031272,36.09780121,-79.93730164,41.97859955,-87.90480042
MSP,ATL,Minneapolis,MN,Atlanta,GA,891,3210,30,906,01/08/1991,2581103,3163883,44.88199997,-93.22180176,33.63669968,-84.42810059
AUS,DFW,Austin,TX,Dallas,TX,101,110,1,190,01/12/2002,1353176,10953156,30.19449997,-97.66989899,32.89680099,-97.03800201
MCI,DTW,Kansas City,MO,Detroit,MI,1450,1500,30,629,01/11/2008,2046083,8847562,39.2976,-94.713898,42.21239853,-83.35340118
PHL,BOS,Philadelphia,PA,Boston,MA,251,2992,16,280,01/12/1990,10881988,8269386,39.87189865,-75.2410965,42.36429977,-71.00520325
ORD,ATL,Chicago,IL,Atlanta,GA,1955,4650,31,606,01/01/1998,17529224,3872031,41.97859955,-87.90480042,33.63669968,-84.42810059
RIC,ORD,Richmond,VA,Chicago,IL,501,864,8,642,01/08/1999,1058930,17655010,37.50519943,-77.31970215,41.97859955,-87.90480042
MKE,ATL,Milwaukee,WI,Atlanta,GA,51,143,1,669,01/07/2008,1550451,5385586,42.94720078,-87.89659882,33.63669968,-84.42810059
TLH,MIA,Tallahassee,FL,Miami,FL,29,128,2,403,01/09/2009,360013,11094102,30.39649963,-84.35030365,25.79319954,-80.29060364
MDW,TUL,Chicago,IL,Tulsa,OK,50,136,1,583,01/04/2006,18797710,892635,41.7859993,-87.75240326,36.19839859,-95.88809967
ORD,ALB,Chicago,IL,Albany,NY,879,1150,23,723,01/08/2008,19031272,854301,41.97859955,-87.90480042,42.74829865,-73.80169678
BWI,TPA,Baltimore,MD,Tampa,FL,1507,2970,27,842,01/09/1997,2474658,2225002,39.17539978,-76.66829681,27.97550011,-82.53320313
HVN,ORD,New Haven,CT,Chicago,IL,534,2772,22,778,01/03/1996,792544,17287860,41.26369858,-72.88680267,41.97859955,-87.90480042
LIT,ATL,Little Rock,AR,Atlanta,GA,8990,12204,86,453,01/12/2005,645679,4947012,34.72940063,-92.22429657,33.63669968,-84.42810059
MOB,ATL,Mobile,AL,Atlanta,GA,5066,11076,78,302,01/09/2004,397521,4802300,30.69120026,-88.24279785,33.63669968,-84.42810059
AVL,ATL,Asheville,NC,Atlanta,GA,82,132,2,164,01/11/2008,409001,5385586,35.43619919,-82.54180145,33.63669968,-84.42810059
MCO,MIA,Orlando,FL,Miami,FL,5111,8811,33,193,01/10/1996,1422502,9086872,28.42939949,-81.30899811,25.79319954,-80.29060364
MCI,MDW,Kansas City,MO,Chicago,IL,12653,20130,165,405,01/06/1997,1776103,17405264,39.2976,-94.713898,41.7859993,-87.75240326
CLE,CAK,Cleveland,OH,Akron,OH,616,1387,73,40,01/06/1999,2117837,689435,41.4117012,-81.84980011,40.91609955,-81.44219971
CLE,TPA,Cleveland,OH,Tampa,FL,371,520,5,927,01/10/1998,2121415,2254405,41.4117012,-81.84980011,27.97550011,-82.53320313
ORD,DFW,Chicago,IL,Dallas,TX,11268,16758,114,802,01/12/1994,17018756,8613622,41.97859955,-87.90480042,32.89680099,-97.03800201
GRR,ATL,Grand Rapids,MI,Atlanta,GA,118,150,3,640,01/03/2008,776505,5385586,42.88079834,-85.52279663,33.63669968,-84.42810059
CLE,ATL,Cleveland,OH,Atlanta,GA,126,185,5,554,01/04/2001,2144528,4432950,41.4117012,-81.84980011,33.63669968,-84.42810059
DTW,ATL,Detroit,MI,Atlanta,GA,261,504,2,594,01/12/1997,8934802,3756986,42.21239853,-83.35340118,33.63669968,-84.42810059
TOL,DFW,Toledo,OH,Dallas,TX,77,88,2,943,01/07/2005,673162,11632814,41.58679962,-83.80780029,32.89680099,-97.03800201
MCO,EWR,Orlando,FL,Newark,NJ,3342,4140,30,938,01/11/1993,1334092,17013259,28.42939949,-81.30899811,40.69250107,-74.16870117
MCO,AUS,Orlando,FL,Austin,TX,351,411,3,994,01/10/2002,1756852,1353176,28.42939949,-81.30899811,30.19449997,-97.66989899
ROC,TOL,Rochester,NY,Toledo,OH,0,0,18,331,01/07/2008,1033155,673345,43.1189003,-77.67240143,41.58679962,-83.80780029
TPA,ATL,Tampa,FL,Atlanta,GA,112,157,1,406,01/03/1994,2154044,3444861,27.97550011,-82.53320313,33.63669968,-84.42810059
CLE,DTW,Cleveland,OH,Detroit,MI,3118,4992,64,95,01/07/1997,2126219,8934802,41.4117012,-81.84980011,42.21239853,-83.35340118
MIA,TPA,Miami,FL,Tampa,FL,10,64,1,204,01/09/2001,10240512,2442189,25.79319954,-80.29060364,27.97550011,-82.53320313
PIT,ORD,Pittsburgh,PA,Chicago,IL,6479,16614,117,412,01/09/1990,2468674,16395048,40.49150085,-80.23290253,41.97859955,-87.90480042
ATL,TPA,Atlanta,GA,Tampa,FL,9082,16050,107,406,01/05/1995,3548667,2175213,33.63669968,-84.42810059,27.97550011,-82.53320313
CVG,DTW,Cincinnati,OH,Detroit,MI,0,0,20,229,01/11/2004,2083905,8996622,39.04880142,-84.6678009,42.21239853,-83.35340118
CLE,YIP,Cleveland,OH,Detroit,MI,0,0,4,104,01/12/2009,2091286,8806874,41.4117012,-81.84980011,42.23789978,-83.53040314
SAT,DTW,San Antonio,TX,Detroit,MI,3024,3596,29,1215,01/07/2007,1984766,8913164,29.53370094,-98.46980286,42.21239853,-83.35340118
GJT,EKO,Grand Junction,CO,Elko,NV,76,248,2,404,01/12/2001,119287,46622,39.12239838,-108.5270004,40.82490158,-115.7919998
SPS,DFW,Wichita Falls,TX,Dallas,TX,69,142,1,113,01/03/1992,137675,8314270,33.98880005,-98.49189758,32.89680099,-97.03800201
MIA,DFW,Miami,FL,Dallas,TX,56,139,1,1121,01/09/1994,8746902,8613622,25.79319954,-80.29060364,32.89680099,-97.03800201
DAY,DTW,Dayton,OH,Detroit,MI,2086,2750,55,166,01/12/2009,835063,8806874,39.90240097,-84.2193985,42.21239853,-83.35340118
MSP,FAR,Minneapolis,MN,Fargo,ND,31,136,4,223,01/11/1998,2830434,168410,44.88199997,-93.22180176,46.92070007,-96.81580353
TPA,BOS,Tampa,FL,Boston,MA,548,585,5,1185,01/05/2008,2730007,9089410,27.97550011,-82.53320313,42.36429977,-71.00520325
EWR,ORD,Newark,NJ,Chicago,IL,9894,14288,76,719,01/09/1998,17341505,17529224,40.69250107,-74.16870117,41.97859955,-87.90480042
FSD,MDW,Sioux Falls,SD,Chicago,IL,53,137,1,474,01/04/2005,215259,18724160,43.58200073,-96.74189758,41.7859993,-87.75240326
SAT,ELP,San Antonio,TX,El Paso,TX,0,0,15,496,01/06/2006,1932720,720756,29.53370094,-98.46980286,31.80719948,-106.3779984
SWO,AUS,Stillwater,OK,Austin,TX,113,137,1,412,01/11/2007,78326,1594525,36.1156,-97.0584,30.19449997,-97.66989899
LAX,EWR,Los Angeles,CA,Newark,NJ,10864,13584,88,2454,01/12/2007,25385206,18901167,33.94250107,-118.4079971,40.69250107,-74.16870117
ATL,ORD,Atlanta,GA,Chicago,IL,18301,21579,152,606,01/04/2008,5385586,19031272,33.63669968,-84.42810059,41.97859955,-87.90480042
DAY,DFW,Dayton,OH,Dallas,TX,3686,5626,58,861,01/09/1995,861142,8787062,39.90240097,-84.2193985,32.89680099,-97.03800201
EUG,EKO,Eugene,OR,Elko,NV,82,124,1,442,01/01/1994,298720,41668,44.12459946,-123.211998,40.82490158,-115.7919998
ORD,ATL,Chicago,IL,Atlanta,GA,7400,9537,51,606,01/03/1992,16720340,3245141,41.97859955,-87.90480042,33.63669968,-84.42810059
LAS,OMA,Las Vegas,NV,Omaha,NE,1851,3051,27,1099,01/10/1996,1044023,728169,36.08010101,-115.1520004,41.30319977,-95.89409637
PIT,ERI,Pittsburgh,PA,Erie,PA,2089,3212,22,109,01/01/1991,2472127,277335,40.49150085,-80.23290253,42.08312701,-80.17386675
MIA,EWR,Miami,FL,Newark,NJ,206,207,1,1086,01/01/1997,9247394,17264316,25.79319954,-80.29060364,40.69250107,-74.16870117
LBB,AUS,Lubbock,TX,Austin,TX,1818,2928,24,335,01/02/1996,238253,1036319,33.66360092,-101.822998,30.19449997,-97.66989899
SLC,DTW,Salt Lake City,UT,Detroit,MI,6307,6572,53,1481,01/03/2009,1130293,8806874,40.78839874,-111.9779968,42.21239853,-83.35340118
ROW,EKO,Roswell,NM,Elko,NV,53,119,1,809,01/03/1992,58712,38698,33.30160141,-104.5309982,40.82490158,-115.7919998
MSP,FAR,Minneapolis,MN,Fargo,ND,2122,3648,48,223,01/12/2007,3204196,192358,44.88199997,-93.22180176,46.92070007,-96.81580353
GSO,EWR,Greensboro,NC,Newark,NJ,2332,5790,50,446,01/01/1995,577452,17130692,36.09780121,-79.93730164,40.69250107,-74.16870117
DFW,ATL,Dallas,TX,Atlanta,GA,192,321,3,732,01/06/1993,8450926,3339551,32.89680099,-97.03800201,33.63669968,-84.42810059
STL,DTW,St. Louis,MO,Detroit,MI,352,700,7,440,01/03/1999,2663420,8962394,38.74869919,-90.37000275,42.21239853,-83.35340118
RDD,ACV,Redding,CA,Eureka,CA,0,0,3,101,01/08/2005,177537,128943,40.50899887,-122.2929993,40.97809982,-124.1090012
ACY,UCA,Atlantic City,NJ,Utica,NY,79,122,1,258,01/12/2003,261810,295786,39.45759964,-74.57720184,43.1009,-75.2327
CLT,EWR,Charlotte,NC,Newark,NJ,249,258,3,529,01/07/2008,1706469,18968501,35.2140007,-80.94309998,40.69250107,-74.16870117
EYW,TPA,Key West,FL,Tampa,FL,393,475,25,240,01/01/2005,76135,2638814,24.55610085,-81.75959778,27.97550011,-82.53320313
CID,ORD,Cedar Rapids,IA,Chicago,IL,6148,8950,179,196,01/12/2006,249209,18797710,41.88470078,-91.71080017,41.97859955,-87.90480042
BDL,EWR,Hartford,CT,Newark,NJ,1472,2700,25,115,01/04/1991,1124022,16874842,41.93889999,-72.68319702,40.69250107,-74.16870117
SYR,ORD,Syracuse,NY,Chicago,IL,7177,9701,89,607,01/07/1996,661210,17287860,43.11119843,-76.10630035,41.97859955,-87.90480042
LAS,OMA,Las Vegas,NV,Omaha,NE,5395,6028,44,1099,01/03/2000,1393370,769117,36.08010101,-115.1520004,41.30319977,-95.89409637
MSY,TPA,New Orleans,LA,Tampa,FL,4775,7930,61,487,01/10/1993,1282011,2132804,29.99340057,-90.25800323,27.97550011,-82.53320313
RDU,DFW,Raleigh,NC,Dallas,TX,6670,8100,54,1062,01/12/1998,721489,9475022,35.87760162,-78.78749847,32.89680099,-97.03800201
CHS,DFW,Charleston,SC,Dallas,TX,3348,4500,90,987,01/10/2002,566543,10953156,32.89860153,-80.04049683,32.89680099,-97.03800201
CVG,TPA,Cincinnati,OH,Tampa,FL,3750,4260,30,773,01/06/2008,2158643,2730007,39.04880142,-84.6678009,27.97550011,-82.53320313
MSY,ATL,New Orleans,LA,Atlanta,GA,124,128,1,425,01/03/1996,1287349,3652439,29.99340057,-90.25800323,33.63669968,-84.42810059
SLC,AUS,Salt Lake City,UT,Austin,TX,150,150,1,1085,01/08/2008,1111600,1654100,40.78839874,-111.9779968,30.19449997,-97.66989899
EWR,BOS,Newark,NJ,Boston,MA,0,0,16,200,01/04/2005,18798114,8917782,40.69250107,-74.16870117,42.36429977,-71.00520325
ATL,DFW,Atlanta,GA,Dallas,TX,0,0,8,732,01/05/2003,4673146,11164066,33.63669968,-84.42810059,32.89680099,-97.03800201
ORD,BOS,Chicago,IL,Boston,MA,2231,3960,33,867,01/12/2000,18235464,8805222,41.97859955,-87.90480042,42.36429977,-71.00520325
ORD,MIA,Chicago,IL,Miami,FL,10723,14550,97,1197,01/07/1990,16395048,8149380,41.97859955,-87.90480042,25.79319954,-80.29060364
DFW,YIP,Dallas,TX,Detroit,MI,0,0,1,980,01/08/2003,11164066,8985512,32.89680099,-97.03800201,42.23789978,-83.53040314
CLT,DTW,Charlotte,NC,Detroit,MI,779,1092,14,500,01/12/2001,1375381,8958464,35.2140007,-80.94309998,42.21239853,-83.35340118
MSP,ORD,Minneapolis,MN,Chicago,IL,130,160,1,334,01/05/2000,2981616,18235464,44.88199997,-93.22180176,41.97859955,-87.90480042
TUS,DFW,Tucson,AZ,Dallas,TX,1647,4588,31,813,01/03/1992,692538,8314270,32.11610031,-110.9410019,32.89680099,-97.03800201
STL,MDW,St. Louis,MO,Chicago,IL,3438,6084,78,251,01/04/1991,2595543,16550288,38.74869919,-90.37000275,41.7859993,-87.75240326
BDL,ATL,Hartford,CT,Atlanta,GA,3172,4550,25,859,01/02/1993,1115908,3339551,41.93889999,-72.68319702,33.63669968,-84.42810059
SLC,DTW,Salt Lake City,UT,Detroit,MI,0,0,0,1481,01/09/1998,906185,8944948,40.78839874,-111.9779968,42.21239853,-83.35340118
MBS,DTW,Saginaw,MI,Detroit,MI,706,1404,18,98,01/01/2000,209931,8914942,43.53290176,-84.07959747,42.21239853,-83.35340118
LAX,MIA,Los Angeles,CA,Miami,FL,3239,4732,26,2342,01/04/2004,25529180,10725356,33.94250107,-118.4079971,25.79319954,-80.29060364
ROC,ORD,Rochester,NY,Chicago,IL,955,1296,12,528,01/03/2008,1033155,19031272,43.1189003,-77.67240143,41.97859955,-87.90480042
ROC,DTW,Rochester,NY,Detroit,MI,170,220,2,296,01/09/2004,1038019,8996622,43.1189003,-77.67240143,42.21239853,-83.35340118
CLE,BOS,Cleveland,OH,Boston,MA,74,584,4,563,01/09/1991,2113056,8227986,41.4117012,-81.84980011,42.36429977,-71.00520325
IAH,MIA,Houston,TX,Miami,FL,2424,4309,31,964,01/03/1997,4351339,9247394,29.9843998,-95.34140015,25.79319954,-80.29060364
EWR,ORD,Newark,NJ,Chicago,IL,2210,3888,27,719,01/01/1996,17190036,17287860,40.69250107,-74.16870117,41.97859955,-87.90480042
MSY,ATL,New Orleans,LA,Atlanta,GA,7875,9086,59,425,01/06/1999,1284282,3988728,29.99340057,-90.25800323,33.63669968,-84.42810059
PHX,OMA,Phoenix,AZ,Omaha,NE,2461,3904,32,1037,01/07/1994,2549507,709260,33.43429947,-112.012001,41.30319977,-95.89409637
EWR,DFW,Newark,NJ,Dallas,TX,3606,5073,25,1372,01/11/1990,16868983,8019250,40.69250107,-74.16870117,32.89680099,-97.03800201
LGA,ORD,New York,NY,Chicago,IL,8318,15216,110,733,01/01/2009,38139592,19161134,40.77719879,-73.87259674,41.97859955,-87.90480042
BOS,EWR,Boston,MA,Newark,NJ,4454,7301,49,200,01/10/1996,8407438,17190036,42.36429977,-71.00520325,40.69250107,-74.16870117
MEM,ORD,Memphis,TN,Chicago,IL,1376,1550,31,491,01/07/2009,1304926,19161134,35.04240036,-89.97669983,41.97859955,-87.90480042
IND,DFW,Indianapolis,IN,Dallas,TX,0,283,1,762,01/11/2007,1697656,12313304,39.7173,-86.294403,32.89680099,-97.03800201
ATL,MIA,Atlanta,GA,Miami,FL,0,0,1,595,01/02/2008,5385586,11003504,33.63669968,-84.42810059,25.79319954,-80.29060364
SBN,DAY,South Bend,IN,Dayton,OH,104,110,1,166,01/11/1990,297005,844660,41.70869827,-86.31729889,39.90240097,-84.2193985
ANC,ORD,Anchorage,AK,Chicago,IL,0,0,4,2846,01/07/2008,365790,19031272,61.17440033,-149.9960022,41.97859955,-87.90480042
MSN,DTW,Madison,WI,Detroit,MI,3181,5700,57,312,01/04/1991,443904,8578382,43.13990021,-89.33750153,42.21239853,-83.35340118
ORD,TPA,Chicago,IL,Tampa,FL,7662,10878,74,1012,01/09/1993,16876600,2132804,41.97859955,-87.90480042,27.97550011,-82.53320313
CLE,CAK,Cleveland,OH,Akron,OH,1398,2546,134,40,01/05/1997,2126219,686918,41.4117012,-81.84980011,40.91609955,-81.44219971
SEA,DFW,Seattle,WA,Dallas,TX,132,167,1,1660,01/10/2006,6519890,11998822,47.44900131,-122.3089981,32.89680099,-97.03800201
MCO,MDW,Orlando,FL,Chicago,IL,1221,2180,10,989,01/09/1996,1422502,17287860,28.42939949,-81.30899811,41.7859993,-87.75240326
DCA,BOS,Washington,DC,Boston,MA,3497,4862,143,399,01/10/1993,8575206,8260582,38.8521,-77.037697,42.36429977,-71.00520325
XNA,DFW,Fayetteville,AR,Dallas,TX,5261,9460,68,281,01/05/2008,455408,12602170,36.281898,-94.306801,32.89680099,-97.03800201
