S.no,Report_Month,Customer_Segment,Product_Type,Total_Revenue,Expected_Provision_Rate,Calculated_Provision_Amount,Net_Revenue,report_date_clean,,,
5495,2024-08,Retail,Subscription_C,1325.66,0.04,58.33,1267.33,01/08/2024,,,
5496,2024-01,Retail,Service_A,4255.36,0.05,217.02,4038.34,01/01/2024,,,
5497,2024-04,Retail,Subscription_C,1703.91,0.04,66.45,1637.46,01/04/2024,,,
5498,2024-09,Enterprise,Product_B,28472.87,0.01,398.62,28074.25,01/09/2024,,,
5499,2024-01,Retail,Product_B,4745.39,0.04,199.31,4546.08,01/01/2024,,,
5500,2024-01,SMB,Subscription_C,9923.7,0.03,248.09,9675.61,01/01/2024,,,
5501,2024-01,Enterprise,Subscription_C,19233.38,0.01,230.8,19002.58,01/01/2024,,,
5502,2024-01,SMB,AddOn_D,7583.03,0.02,113.75,7469.28,01/01/2024,,,
5503,2024-10,Enterprise,AddOn_D,17080.94,0.01,153.73,16927.21,01/10/2024,,,
5504,2024-11,Enterprise,AddOn_D,16400.42,0.01,180.4,16220.02,01/11/2024,,,
5505,2024-11,SMB,Subscription_C,8205.38,0.02,139.49,8065.89,01/11/2024,,,
5506,2024-06,Enterprise,Service_A,25253.66,0.01,303.04,24950.62,01/06/2024,,,
5507,2024-01,SMB,AddOn_D,11188.84,0.02,223.78,10965.06,01/01/2024,,,
5508,2024-01,Retail,Service_A,3141.8,0.05,160.23,2981.57,01/01/2024,,,
5509,2024-06,SMB,Service_A,14145.88,0.02,268.77,13877.11,01/06/2024,,,
5510,2024-11,Retail,Service_A,2102.3,0.04,84.09,2018.21,01/11/2024,,,
5511,2024-03,Enterprise,AddOn_D,17901.51,0.01,161.11,17740.4,01/03/2024,,,
5512,2024-03,SMB,Subscription_C,8317.68,0.03,282.8,8034.88,01/03/2024,,,
5513,2024-06,SMB,Product_B,6216.84,0.03,211.37,6005.47,01/06/2024,,,
5514,2024-03,Retail,Product_B,4744.83,0.04,180.3,4564.53,01/03/2024,,,
5515,2024-09,Enterprise,Service_A,18793.08,0.01,206.72,18586.36,01/09/2024,,,
5516,2024-10,Retail,Service_A,1431.77,0.04,54.41,1377.36,01/10/2024,,,
5517,2024-06,Retail,AddOn_D,2586.02,0.04,93.1,2492.92,01/06/2024,,,
5518,2024-04,Enterprise,Service_A,27839.98,0.01,334.08,27505.9,01/04/2024,,,
5519,2024-01,Retail,AddOn_D,1273.15,0.05,61.11,1212.04,01/01/2024,,,
5520,2024-04,Enterprise,Subscription_C,28233.69,0.01,169.4,28064.29,01/04/2024,,,
5521,2024-03,Enterprise,AddOn_D,23615.64,0.01,330.62,23285.02,01/03/2024,,,
5522,2024-05,Retail,AddOn_D,1386.47,0.04,56.85,1329.62,01/05/2024,,,
5523,2024-11,Retail,Service_A,1574.94,0.04,66.15,1508.79,01/11/2024,,,
5524,2024-06,Retail,Subscription_C,2778.34,0.04,113.91,2664.43,01/06/2024,,,
5525,2024-01,SMB,Product_B,10365.06,0.02,186.57,10178.49,01/01/2024,,,
5526,2024-01,SMB,Product_B,5542.3,0.02,127.47,5414.83,01/01/2024,,,
5527,2024-03,Retail,Service_A,1648.96,0.04,62.66,1586.3,01/03/2024,,,
5528,2024-01,SMB,Product_B,8880.2,0.02,204.24,8675.96,01/01/2024,,,
5529,2024-01,Retail,Service_A,4543.91,0.05,204.48,4339.43,01/01/2024,,,
5530,2024-01,Enterprise,Subscription_C,29892.65,0.01,269.03,29623.62,01/01/2024,,,
5531,2024-01,Enterprise,AddOn_D,22828.31,0.01,136.97,22691.34,01/01/2024,,,
5532,2024-01,Retail,AddOn_D,4726.78,0.05,255.25,4471.53,01/01/2024,,,
5533,2024-01,Retail,AddOn_D,2545.84,0.04,94.2,2451.64,01/01/2024,,,
5534,2024-01,Retail,Subscription_C,3409.64,0.05,156.84,3252.8,01/01/2024,,,
5535,2024-08,Retail,AddOn_D,3097.45,0.05,148.68,2948.77,01/08/2024,,,
5536,2024-05,SMB,AddOn_D,6120.43,0.03,165.25,5955.18,01/05/2024,,,
5537,2024-05,SMB,Product_B,5771.31,0.02,121.2,5650.11,01/05/2024,,,
5538,2024-03,SMB,Service_A,5648.14,0.02,96.02,5552.12,01/03/2024,,,
5539,2024-07,Enterprise,AddOn_D,23625.19,0.01,307.13,23318.06,01/07/2024,,,
5540,2024-03,Enterprise,AddOn_D,20224.5,0.01,141.57,20082.93,01/03/2024,,,
5541,2024-03,Enterprise,AddOn_D,16163.29,0.01,177.8,15985.49,01/03/2024,,,
5542,2024-05,Retail,AddOn_D,1698.73,0.05,79.84,1618.89,01/05/2024,,,
5543,2024-01,Retail,Service_A,2591.42,0.04,101.07,2490.35,01/01/2024,,,
5544,2024-06,Retail,Product_B,1726.13,0.05,84.58,1641.55,01/06/2024,,,
5545,2024-05,SMB,Product_B,9027.92,0.02,162.5,8865.42,01/05/2024,,,
5546,2024-11,Enterprise,Subscription_C,20481.26,0.01,245.78,20235.48,01/11/2024,,,
5547,2024-03,SMB,AddOn_D,5177.56,0.03,134.62,5042.94,01/03/2024,,,
5548,2024-11,Enterprise,Product_B,18657.67,0.01,205.23,18452.44,01/11/2024,,,
5549,2024-06,SMB,AddOn_D,5583.96,0.03,150.77,5433.19,01/06/2024,,,
5550,2024-03,SMB,Service_A,7202.98,0.03,223.29,6979.69,01/03/2024,,,
5551,2024-03,SMB,AddOn_D,10464.69,0.02,167.44,10297.25,01/03/2024,,,
5552,2024-11,Enterprise,Subscription_C,17037.04,0.01,153.33,16883.71,01/11/2024,,,
5553,2024-04,Retail,Subscription_C,3290.66,0.05,154.66,3136,01/04/2024,,,
5554,2024-01,Enterprise,AddOn_D,16033.49,0.01,144.3,15889.19,01/01/2024,,,
5555,2024-08,Retail,AddOn_D,1829.82,0.04,80.51,1749.31,01/08/2024,,,
5556,2024-06,Retail,Service_A,2908.51,0.04,125.07,2783.44,01/06/2024,,,
5557,2024-03,Retail,Product_B,3731.31,0.05,190.3,3541.01,01/03/2024,,,
5558,2024-03,SMB,Product_B,5321.33,0.03,164.96,5156.37,01/03/2024,,,
5559,2024-11,Retail,Subscription_C,4954.54,0.05,237.82,4716.72,01/11/2024,,,
5560,2024-04,Retail,Product_B,1479.73,0.05,68.07,1411.66,01/04/2024,,,
5561,2024-01,SMB,Product_B,8085.01,0.03,218.3,7866.71,01/01/2024,,,
5562,2024-11,Retail,Subscription_C,1060.93,0.04,46.68,1014.25,01/11/2024,,,
5563,2024-07,SMB,Subscription_C,13361.29,0.03,440.92,12920.37,01/07/2024,,,
5564,2024-07,Retail,Product_B,3043.05,0.04,121.72,2921.33,01/07/2024,,,
5565,2024-01,Enterprise,Product_B,22073.4,0.01,132.44,21940.96,01/01/2024,,,
5566,2024-03,Enterprise,Product_B,17290.11,0.01,207.48,17082.63,01/03/2024,,,
5567,2024-07,SMB,Subscription_C,14101.85,0.02,338.44,13763.41,01/07/2024,,,
5568,2024-07,Enterprise,AddOn_D,25054.81,0.01,250.55,24804.26,01/07/2024,,,
5569,2024-03,SMB,Product_B,12571.17,0.02,226.28,12344.89,01/03/2024,,,
5570,2024-03,SMB,AddOn_D,13902.4,0.03,430.97,13471.43,01/03/2024,,,
5571,2024-10,Enterprise,Service_A,28938.88,0.01,347.27,28591.61,01/10/2024,,,
5572,2024-03,SMB,Service_A,6635.4,0.02,152.61,6482.79,01/03/2024,,,
5573,2024-09,SMB,Subscription_C,8460.18,0.03,279.19,8180.99,01/09/2024,,,
5574,2024-06,SMB,Service_A,5163,0.02,108.42,5054.58,01/06/2024,,,
5575,2024-03,Enterprise,Product_B,20532.65,0.02,307.99,20224.66,01/03/2024,,,
5576,2024-01,SMB,AddOn_D,7506.34,0.02,150.13,7356.21,01/01/2024,,,
5577,2024-03,SMB,AddOn_D,11766.89,0.03,400.07,11366.82,01/03/2024,,,
5578,2024-06,Retail,Product_B,1704.46,0.05,85.22,1619.24,01/06/2024,,,
5579,2024-06,SMB,Product_B,6869.78,0.03,212.96,6656.82,01/06/2024,,,
5580,2024-06,Enterprise,Subscription_C,26647.05,0.01,346.41,26300.64,01/06/2024,,,
5581,2024-08,Retail,Subscription_C,3715.58,0.06,204.36,3511.22,01/08/2024,,,
5582,2024-03,Retail,Product_B,2974.44,0.05,151.7,2822.74,01/03/2024,,,
5583,2024-10,SMB,AddOn_D,13264.22,0.02,252.02,13012.2,01/10/2024,,,
5584,2024-10,Enterprise,Product_B,26452.19,0.01,185.17,26267.02,01/10/2024,,,
5585,2024-09,Enterprise,Subscription_C,29475.18,0.01,412.65,29062.53,01/09/2024,,,
5586,2024-03,SMB,Service_A,10785.87,0.02,237.29,10548.58,01/03/2024,,,
5587,2024-05,SMB,Product_B,6051.89,0.03,187.61,5864.28,01/05/2024,,,
5588,2024-08,SMB,Product_B,11780.42,0.02,270.95,11509.47,01/08/2024,,,
5589,2024-11,Enterprise,AddOn_D,22063.31,0.01,242.7,21820.61,01/11/2024,,,
5590,2024-05,SMB,Subscription_C,8152.43,0.03,252.73,7899.7,01/05/2024,,,
5591,2024-01,Retail,Subscription_C,1032.11,0.05,51.61,980.5,01/01/2024,,,
5592,2024-01,SMB,Service_A,14221.59,0.02,327.1,13894.49,01/01/2024,,,
5593,2024-03,SMB,AddOn_D,14647.08,0.02,263.65,14383.43,01/03/2024,,,
5594,2024-11,Retail,Product_B,2399.81,0.04,91.19,2308.62,01/11/2024,,,
5595,2024-01,SMB,Subscription_C,9369.63,0.03,262.35,9107.28,01/01/2024,,,
5596,2024-03,SMB,AddOn_D,14072.43,0.03,464.39,13608.04,01/03/2024,,,
5597,2024-09,Retail,Service_A,4667.27,0.06,256.7,4410.57,01/09/2024,,,
5598,2024-10,Enterprise,Product_B,27236.57,0.01,326.84,26909.73,01/10/2024,,,
5599,2024-01,Enterprise,Service_A,26291.57,0.01,184.04,26107.53,01/01/2024,,,
5600,2024-10,Retail,Service_A,2658.13,0.04,103.67,2554.46,01/10/2024,,,
5601,2024-03,Retail,AddOn_D,2864.21,0.04,100.25,2763.96,01/03/2024,,,
5602,2024-07,Retail,Service_A,3178.84,0.04,117.62,3061.22,01/07/2024,,,
5603,2024-03,Enterprise,AddOn_D,17976.76,0.01,197.74,17779.02,01/03/2024,,,
5604,2024-04,SMB,Subscription_C,9960.19,0.03,338.65,9621.54,01/04/2024,,,
5605,2024-09,Enterprise,Product_B,17471.84,0.01,139.77,17332.07,01/09/2024,,,
5606,2024-06,Retail,Product_B,2606.05,0.04,101.64,2504.41,01/06/2024,,,
5607,2024-11,Enterprise,Product_B,26080.76,0.01,182.57,25898.19,01/11/2024,,,
5608,2024-03,Enterprise,Subscription_C,20443.69,0.02,306.66,20137.03,01/03/2024,,,
5609,2024-10,Enterprise,Subscription_C,27672.69,0.01,332.07,27340.62,01/10/2024,,,
5610,2024-03,Enterprise,Service_A,29036.48,0.01,290.36,28746.12,01/03/2024,,,
5611,2024-10,Enterprise,Product_B,24218.8,0.01,266.41,23952.39,01/10/2024,,,
5612,2024-06,Enterprise,AddOn_D,18293.28,0.01,182.93,18110.35,01/06/2024,,,
5613,2024-04,SMB,AddOn_D,5263.12,0.02,100,5163.12,01/04/2024,,,
5614,2024-03,SMB,Product_B,6282.94,0.04,219.9,6063.04,01/03/2024,,,
5615,2024-07,Retail,Product_B,3149.44,0.05,148.02,3001.42,01/07/2024,,,
5616,2024-08,Enterprise,Product_B,24014.48,0.01,144.09,23870.39,01/08/2024,,,
5617,2024-03,Retail,Service_A,3823.5,0.05,179.7,3643.8,01/03/2024,,,
5618,2024-06,Enterprise,AddOn_D,21862.07,0.02,327.93,21534.14,01/06/2024,,,
5619,2024-03,Retail,Subscription_C,2888.49,0.05,144.42,2744.07,01/03/2024,,,
5620,2024-05,Retail,AddOn_D,2368.2,0.04,104.2,2264,01/05/2024,,,
5621,2024-07,Enterprise,AddOn_D,29525.37,0.01,383.83,29141.54,01/07/2024,,,
5622,2024-01,SMB,Subscription_C,10658.3,0.04,373.04,10285.26,01/01/2024,,,
5623,2024-04,Enterprise,Subscription_C,29301.69,0.01,380.92,28920.77,01/04/2024,,,
5624,2024-01,Enterprise,Subscription_C,21607.84,0.02,324.12,21283.72,01/01/2024,,,
5625,2024-08,SMB,Service_A,12066.02,0.03,301.65,11764.37,01/08/2024,,,
5626,2024-11,SMB,Subscription_C,12647.85,0.02,265.6,12382.25,01/11/2024,,,
5627,2024-01,Retail,AddOn_D,1111.33,0.05,57.79,1053.54,01/01/2024,,,
5628,2024-03,Enterprise,Subscription_C,23401.22,0.01,304.22,23097,01/03/2024,,,
5629,2024-01,Retail,Subscription_C,3003.85,0.04,111.14,2892.71,01/01/2024,,,
5630,2024-07,Retail,AddOn_D,1951.57,0.04,74.16,1877.41,01/07/2024,,,
5631,2024-03,Enterprise,Product_B,27144.88,0.01,352.88,26792,01/03/2024,,,
5632,2024-06,Enterprise,Product_B,25899.03,0.01,207.19,25691.84,01/06/2024,,,
5633,2024-09,SMB,Product_B,8331.94,0.02,199.97,8131.97,01/09/2024,,,
5634,2024-01,Enterprise,Service_A,28346.72,0.01,396.85,27949.87,01/01/2024,,,
5635,2024-10,SMB,AddOn_D,12612.13,0.03,315.3,12296.83,01/10/2024,,,
5636,2024-01,SMB,Product_B,5642.63,0.02,101.57,5541.06,01/01/2024,,,
5637,2024-11,Enterprise,AddOn_D,18403.34,0.01,128.82,18274.52,01/11/2024,,,
5638,2024-07,Enterprise,AddOn_D,18375.35,0.01,147,18228.35,01/07/2024,,,
5639,2024-04,Retail,Subscription_C,1208.32,0.04,42.29,1166.03,01/04/2024,,,
5640,2024-07,SMB,Subscription_C,12393.78,0.02,235.48,12158.3,01/07/2024,,,
5641,2024-01,Enterprise,Subscription_C,17346.71,0.01,156.12,17190.59,01/01/2024,,,
5642,2024-09,Retail,Subscription_C,1174.57,0.04,43.46,1131.11,01/09/2024,,,
5643,2024-01,SMB,Subscription_C,10574.51,0.02,243.21,10331.3,01/01/2024,,,
5644,2024-09,SMB,Subscription_C,9340.03,0.03,289.54,9050.49,01/09/2024,,,
5645,2024-11,SMB,Service_A,13864.45,0.03,457.53,13406.92,01/11/2024,,,
5646,2024-03,Retail,AddOn_D,1656.66,0.04,69.58,1587.08,01/03/2024,,,
5647,2024-06,Retail,Product_B,3007.81,0.05,153.4,2854.41,01/06/2024,,,
5648,2024-08,SMB,AddOn_D,12701.69,0.02,228.63,12473.06,01/08/2024,,,
5649,2024-03,SMB,AddOn_D,12861.29,0.03,372.98,12488.31,01/03/2024,,,
5650,2024-05,Enterprise,Product_B,23677.78,0.01,165.74,23512.04,01/05/2024,,,
5651,2024-05,Enterprise,Service_A,20556.7,0.01,287.79,20268.91,01/05/2024,,,
5652,2024-04,Retail,Product_B,3623.51,0.04,130.45,3493.06,01/04/2024,,,
5653,2024-05,Enterprise,Subscription_C,21372.41,0.01,149.61,21222.8,01/05/2024,,,
5654,2024-03,SMB,Product_B,11830.83,0.03,343.09,11487.74,01/03/2024,,,
5655,2024-05,SMB,AddOn_D,13545.04,0.03,419.9,13125.14,01/05/2024,,,
5656,2024-06,Enterprise,Product_B,29265.48,0.01,380.45,28885.03,01/06/2024,,,
5657,2024-05,Enterprise,Service_A,26399.46,0.01,211.2,26188.26,01/05/2024,,,
5658,2024-03,Retail,AddOn_D,1503.45,0.05,69.16,1434.29,01/03/2024,,,
5659,2024-01,SMB,Subscription_C,5097.57,0.02,76.46,5021.11,01/01/2024,,,
5660,2024-01,SMB,Product_B,6576.83,0.02,144.69,6432.14,01/01/2024,,,
5661,2024-08,SMB,Subscription_C,9754.7,0.03,331.66,9423.04,01/08/2024,,,
5662,2024-03,SMB,Service_A,9341.54,0.03,298.93,9042.61,01/03/2024,,,
5663,2024-03,SMB,Product_B,5165.66,0.03,144.64,5021.02,01/03/2024,,,
5664,2024-01,Retail,Product_B,3653.32,0.04,157.09,3496.23,01/01/2024,,,
5665,2024-11,Enterprise,Subscription_C,20380,0.01,203.8,20176.2,01/11/2024,,,
5666,2024-06,SMB,Subscription_C,14582.89,0.03,495.82,14087.07,01/06/2024,,,
5667,2024-04,Retail,Product_B,3186.07,0.04,117.88,3068.19,01/04/2024,,,
5668,2024-10,SMB,Subscription_C,10576.99,0.02,232.69,10344.3,01/10/2024,,,
5669,2024-11,Enterprise,AddOn_D,18429.43,0.01,165.86,18263.57,01/11/2024,,,
5670,2024-01,Retail,Product_B,4362.27,0.04,161.4,4200.87,01/01/2024,,,
5671,2024-10,Enterprise,Service_A,29583.54,0.01,207.08,29376.46,01/10/2024,,,
5672,2024-08,Enterprise,Product_B,17152.27,0.01,137.22,17015.05,01/08/2024,,,
5673,2024-03,Enterprise,Product_B,27300.83,0.01,273.01,27027.82,01/03/2024,,,
5674,2024-10,Enterprise,Subscription_C,15832.16,0.01,221.65,15610.51,01/10/2024,,,
5675,2024-08,Enterprise,Subscription_C,23231.95,0.01,162.62,23069.33,01/08/2024,,,
5676,2024-11,Enterprise,Product_B,23485.34,0.01,281.82,23203.52,01/11/2024,,,
5677,2024-11,Enterprise,Subscription_C,17695.03,0.01,106.17,17588.86,01/11/2024,,,
5678,2024-06,Retail,Service_A,3705.02,0.04,140.79,3564.23,01/06/2024,,,
5679,2024-10,Retail,Product_B,1995.26,0.04,87.79,1907.47,01/10/2024,,,
5680,2024-01,SMB,Product_B,10167.81,0.03,274.53,9893.28,01/01/2024,,,
5681,2024-06,Retail,Subscription_C,1697.89,0.04,69.61,1628.28,01/06/2024,,,
5682,2024-11,Retail,AddOn_D,4505.87,0.04,180.23,4325.64,01/11/2024,,,
5683,2024-04,SMB,Product_B,7038.62,0.03,204.12,6834.5,01/04/2024,,,
5684,2024-01,Enterprise,Subscription_C,18299.7,0.01,219.6,18080.1,01/01/2024,,,
5685,2024-01,Retail,Service_A,4838.55,0.05,251.6,4586.95,01/01/2024,,,
5686,2024-10,SMB,AddOn_D,10263.38,0.03,318.16,9945.22,01/10/2024,,,
5687,2024-08,SMB,Service_A,8808.89,0.03,255.46,8553.43,01/08/2024,,,
5688,2024-03,SMB,Product_B,9147.35,0.02,182.95,8964.4,01/03/2024,,,
5689,2024-01,Enterprise,Product_B,27433.08,0.01,219.46,27213.62,01/01/2024,,,
5690,2024-03,SMB,Service_A,7346.81,0.02,154.28,7192.53,01/03/2024,,,
5691,2024-05,SMB,Subscription_C,7725.75,0.03,208.6,7517.15,01/05/2024,,,
5692,2024-10,SMB,Subscription_C,10340.49,0.04,361.92,9978.57,01/10/2024,,,
5693,2024-06,Enterprise,Product_B,21877.31,0.01,218.77,21658.54,01/06/2024,,,
5694,2024-10,Enterprise,Subscription_C,26397.15,0.01,263.97,26133.18,01/10/2024,,,
5695,2024-08,SMB,AddOn_D,12788.63,0.03,332.5,12456.13,01/08/2024,,,
5696,2024-06,Retail,Subscription_C,2071.4,0.04,80.78,1990.62,01/06/2024,,,
5697,2024-03,Retail,Service_A,4440.26,0.05,213.13,4227.13,01/03/2024,,,
5698,2024-08,Enterprise,Product_B,23206.77,0.02,348.1,22858.67,01/08/2024,,,
5699,2024-03,Retail,Service_A,4810.55,0.05,240.53,4570.02,01/03/2024,,,
5700,2024-11,SMB,AddOn_D,12564.82,0.03,364.38,12200.44,01/11/2024,,,
5701,2024-03,Enterprise,Product_B,22400.36,0.02,336.01,22064.35,01/03/2024,,,
5702,2024-10,Retail,AddOn_D,1257.97,0.04,47.8,1210.17,01/10/2024,,,
5703,2024-03,SMB,Product_B,13408.27,0.02,214.53,13193.74,01/03/2024,,,
5704,2024-10,SMB,AddOn_D,5054.75,0.02,80.88,4973.87,01/10/2024,,,
5705,2024-03,SMB,Subscription_C,9808.24,0.02,166.74,9641.5,01/03/2024,,,
5706,2024-11,Enterprise,Product_B,29976.81,0.01,209.84,29766.97,01/11/2024,,,
5707,2024-01,SMB,Service_A,7577.63,0.03,219.75,7357.88,01/01/2024,,,
5708,2024-06,SMB,AddOn_D,5946.98,0.03,184.36,5762.62,01/06/2024,,,
5709,2024-11,SMB,Product_B,10002.62,0.03,280.07,9722.55,01/11/2024,,,
5710,2024-04,Enterprise,Service_A,29489.7,0.01,353.88,29135.82,01/04/2024,,,
5711,2024-03,SMB,AddOn_D,6938.52,0.02,131.83,6806.69,01/03/2024,,,
5712,2024-10,Retail,Service_A,3823.39,0.04,137.64,3685.75,01/10/2024,,,
5713,2024-06,Retail,AddOn_D,4604.01,0.04,184.16,4419.85,01/06/2024,,,
5714,2024-05,Retail,AddOn_D,2840.63,0.05,133.51,2707.12,01/05/2024,,,
5715,2024-03,SMB,AddOn_D,13580.23,0.03,366.67,13213.56,01/03/2024,,,
5716,2024-04,SMB,AddOn_D,10983.66,0.03,362.46,10621.2,01/04/2024,,,
5717,2024-08,Retail,Product_B,2991.53,0.04,122.65,2868.88,01/08/2024,,,
5718,2024-01,Retail,Service_A,4523.44,0.05,208.08,4315.36,01/01/2024,,,
5719,2024-03,SMB,Product_B,7769.78,0.03,240.86,7528.92,01/03/2024,,,
5720,2024-09,Enterprise,Product_B,20985.51,0.01,230.84,20754.67,01/09/2024,,,
5721,2024-07,Retail,AddOn_D,1937.39,0.06,106.56,1830.83,01/07/2024,,,
5722,2024-10,Retail,Product_B,3968.51,0.05,178.58,3789.93,01/10/2024,,,
5723,2024-11,Retail,AddOn_D,1822.22,0.04,69.24,1752.98,01/11/2024,,,
5724,2024-10,Enterprise,Product_B,21268.61,0.01,170.15,21098.46,01/10/2024,,,
5725,2024-03,SMB,Subscription_C,11326.51,0.02,271.84,11054.67,01/03/2024,,,
5726,2024-10,Enterprise,Product_B,21949.66,0.01,175.6,21774.06,01/10/2024,,,
5727,2024-10,SMB,AddOn_D,10587.39,0.02,169.4,10417.99,01/10/2024,,,
5728,2024-03,Retail,Subscription_C,3084.79,0.05,144.99,2939.8,01/03/2024,,,
5729,2024-10,Retail,Product_B,3290.7,0.05,154.66,3136.04,01/10/2024,,,
5730,2024-03,Enterprise,AddOn_D,29285.05,0.01,263.57,29021.48,01/03/2024,,,
5731,2024-04,Retail,AddOn_D,1468.17,0.05,69,1399.17,01/04/2024,,,
5732,2024-04,SMB,Service_A,14776.57,0.03,413.74,14362.83,01/04/2024,,,
5733,2024-04,Enterprise,Service_A,27726.59,0.01,221.81,27504.78,01/04/2024,,,
5734,2024-10,Retail,Product_B,2327.11,0.04,102.39,2224.72,01/10/2024,,,
5735,2024-08,Enterprise,Service_A,24836.88,0.01,347.72,24489.16,01/08/2024,,,
5736,2024-05,Enterprise,Product_B,23819.44,0.01,166.74,23652.7,01/05/2024,,,
5737,2024-07,SMB,Product_B,13496.65,0.02,242.94,13253.71,01/07/2024,,,
5738,2024-05,SMB,Product_B,6461.29,0.02,122.76,6338.53,01/05/2024,,,
5739,2024-01,SMB,Product_B,6500.19,0.02,117,6383.19,01/01/2024,,,
5740,2024-03,Enterprise,Service_A,15601.62,0.01,93.61,15508.01,01/03/2024,,,
5741,2024-09,Retail,Service_A,1752.14,0.05,89.36,1662.78,01/09/2024,,,
5742,2024-10,Enterprise,Product_B,25281.37,0.01,278.1,25003.27,01/10/2024,,,
5743,2024-10,Enterprise,Subscription_C,25933.18,0.01,285.26,25647.92,01/10/2024,,,
5744,2024-05,Enterprise,Subscription_C,27381.59,0.01,246.43,27135.16,01/05/2024,,,
5745,2024-11,SMB,AddOn_D,8337.24,0.03,275.13,8062.11,01/11/2024,,,
5746,2024-11,Enterprise,Subscription_C,17835.77,0.01,214.03,17621.74,01/11/2024,,,
5747,2024-11,Retail,Service_A,1774.78,0.05,90.51,1684.27,01/11/2024,,,
5748,2024-07,SMB,Product_B,13017.86,0.02,234.32,12783.54,01/07/2024,,,
5749,2024-08,Enterprise,Service_A,29234.69,0.01,409.29,28825.4,01/08/2024,,,
5750,2024-04,Enterprise,Product_B,26414.72,0.01,158.49,26256.23,01/04/2024,,,
5751,2024-11,SMB,Subscription_C,11774.7,0.02,223.72,11550.98,01/11/2024,,,
5752,2024-04,Retail,Subscription_C,3686.05,0.04,158.5,3527.55,01/04/2024,,,
5753,2024-03,SMB,Product_B,13920.71,0.03,348.02,13572.69,01/03/2024,,,
5754,2024-10,Enterprise,Product_B,15050.75,0.01,150.51,14900.24,01/10/2024,,,
5755,2024-03,Enterprise,Product_B,23983.59,0.01,239.84,23743.75,01/03/2024,,,
5756,2024-01,Enterprise,Product_B,17692.25,0.01,106.15,17586.1,01/01/2024,,,
5757,2024-10,Enterprise,Service_A,28451.24,0.01,170.71,28280.53,01/10/2024,,,
5758,2024-05,Enterprise,Product_B,28384.84,0.01,227.08,28157.76,01/05/2024,,,
5759,2024-05,Retail,Service_A,4567.05,0.05,219.22,4347.83,01/05/2024,,,
5760,2024-09,Retail,AddOn_D,1110.43,0.04,38.87,1071.56,01/09/2024,,,
5761,2024-09,SMB,Service_A,8225.22,0.03,263.21,7962.01,01/09/2024,,,
5762,2024-04,Retail,AddOn_D,3170.95,0.04,120.5,3050.45,01/04/2024,,,
5763,2024-03,SMB,Service_A,13419.31,0.02,308.64,13110.67,01/03/2024,,,
5764,2024-08,Retail,AddOn_D,2385.27,0.05,128.8,2256.47,01/08/2024,,,
5765,2024-07,Retail,Product_B,3119.2,0.05,140.36,2978.84,01/07/2024,,,
5766,2024-11,SMB,Subscription_C,14871.69,0.03,475.89,14395.8,01/11/2024,,,
5767,2024-10,Retail,Product_B,3247.18,0.05,149.37,3097.81,01/10/2024,,,
5768,2024-04,Enterprise,AddOn_D,22287.14,0.01,222.87,22064.27,01/04/2024,,,
5769,2024-01,SMB,Subscription_C,9599.97,0.03,307.2,9292.77,01/01/2024,,,
5770,2024-01,Retail,Product_B,2625.78,0.05,126.04,2499.74,01/01/2024,,,
5771,2024-10,Enterprise,Service_A,26176.96,0.01,366.48,25810.48,01/10/2024,,,
5772,2024-10,SMB,Subscription_C,12838.22,0.02,231.09,12607.13,01/10/2024,,,
5773,2024-01,Enterprise,Service_A,19130.55,0.01,153.04,18977.51,01/01/2024,,,
5774,2024-03,SMB,Product_B,5249.12,0.03,167.97,5081.15,01/03/2024,,,
5775,2024-01,SMB,Subscription_C,9753.1,0.03,292.59,9460.51,01/01/2024,,,
5776,2024-05,Retail,Product_B,3096.79,0.04,130.07,2966.72,01/05/2024,,,
5777,2024-05,Retail,Subscription_C,2527.12,0.05,116.25,2410.87,01/05/2024,,,
5778,2024-11,Enterprise,Product_B,22258.34,0.01,267.1,21991.24,01/11/2024,,,
5779,2024-01,Enterprise,Service_A,22327.8,0.01,245.61,22082.19,01/01/2024,,,
5780,2024-03,Enterprise,Product_B,27996.22,0.01,195.97,27800.25,01/03/2024,,,
5781,2024-01,Enterprise,AddOn_D,23415.2,0.01,327.81,23087.39,01/01/2024,,,
5782,2024-01,Enterprise,Subscription_C,26943.82,0.01,134.72,26809.1,01/01/2024,,,
5783,2024-10,Enterprise,Service_A,29185.14,0.01,291.85,28893.29,01/10/2024,,,
5784,2024-11,SMB,Service_A,13337.03,0.03,360.1,12976.93,01/11/2024,,,
5785,2024-04,Enterprise,Product_B,25058.39,0.01,175.41,24882.98,01/04/2024,,,
5786,2024-03,Enterprise,AddOn_D,19082.29,0.01,95.41,18986.88,01/03/2024,,,
5787,2024-01,Enterprise,Service_A,26580.15,0.01,345.54,26234.61,01/01/2024,,,
5788,2024-10,SMB,Product_B,14088.9,0.03,464.93,13623.97,01/10/2024,,,
5789,2024-06,SMB,Service_A,8339.94,0.02,175.14,8164.8,01/06/2024,,,
5790,2024-09,SMB,Service_A,12951.15,0.04,453.29,12497.86,01/09/2024,,,
5791,2024-05,SMB,Product_B,5205.91,0.03,135.35,5070.56,01/05/2024,,,
5792,2024-10,Retail,Product_B,2413.7,0.04,101.38,2312.32,01/10/2024,,,
5793,2024-03,Retail,Product_B,1331.64,0.05,63.92,1267.72,01/03/2024,,,
